igre,disciplina,mesto,drzava,ime,rezultat
St Moritz 1948,500m-men,29,NED,Jan Langedijk,46.40
St Moritz 1948,500m-men,29,GBR,Bruce Peppin,46.40
St Moritz 1948,500m-men,32,GBR,Dennis Blundell,46.50
St Moritz 1948,500m-men,32,ITA,Enrico Musolino,46.50
St Moritz 1948,500m-men,34,HUN,Akos Elefky,46.80
St Moritz 1948,500m-men,35,GBR,Henry James Howes,46.90
St Moritz 1948,500m-men,36,ITA,Giorgio Cattaneo,47.20
St Moritz 1948,500m-men,37,HUN,Ivan Ruttkay,47.40
St Moritz 1948,500m-men,37,AUT,Gustav Slanec,47.40
St Moritz 1948,500m-men,39,SUI,Rudolf Kleiner,47.80
St Moritz 1948,500m-men,40,BEL,Pierre Huylebroeck,48.30
St Moritz 1948,500m-men,41,AUT,Ferdinand Preindl,48.70
St Moritz 1948,1500m-men,1,NOR,Sverre Farstad,2:17.60
St Moritz 1948,1500m-men,2,SWE,Ake Seyffarth,2:18.10
St Moritz 1948,1500m-men,3,NOR,Odd Lundberg,2:18.90
St Moritz 1948,1500m-men,4,FIN,Lauri Parkkinen,2:19.60
St Moritz 1948,1500m-men,5,SWE,Gustav Harry Jansson,2:20.00
St Moritz 1948,1500m-men,6,USA,John Roland Werket,2:20.20
St Moritz 1948,1500m-men,7,FIN,Kalevi Laitinen,2:20.30
St Moritz 1948,1500m-men,8,SWE,Göthe Hedlund,2:20.70
St Moritz 1948,1500m-men,9,NED,Cornelis Broekman,2:21.00
St Moritz 1948,1500m-men,10,NOR,Gunnar Konsmo,2:21.20
St Moritz 1948,1500m-men,10,HUN,Ivan Ruttkay,2:21.20
St Moritz 1948,1500m-men,12,FIN,Antero Ojala,2:21.40
St Moritz 1948,1500m-men,13,NED,Jan Langedijk,2:21.90
St Moritz 1948,1500m-men,14,HUN,Kornel Pajor,2:22.20
St Moritz 1948,1500m-men,15,HUN,Janos Kilian,2:22.50
St Moritz 1948,1500m-men,16,NOR,Ivar Martinsen,2:22.60
St Moritz 1948,1500m-men,17,SWE,Mats Bolmstedt,2:22.80
St Moritz 1948,1500m-men,18,GBR,Henry James Howes,2:23.00
St Moritz 1948,1500m-men,19,KOR,Hyo Chang Lee,2:23.30
St Moritz 1948,1500m-men,20,USA,Raymond Edward Blum,2:23.40
St Moritz 1948,1500m-men,21,FIN,Pentti Lammio,2:23.90
St Moritz 1948,1500m-men,22,USA,Kenneth Henry,2:24.60
St Moritz 1948,1500m-men,23,GBR,Bruce Peppin,2:24.70
St Moritz 1948,1500m-men,24,NED,Anton Huiskes,2:25.00
St Moritz 1948,1500m-men,25,NED,Aad De Koning,2:25.30
St Moritz 1948,1500m-men,26,TCH,Vladimir Kolar,2:25.60
St Moritz 1948,1500m-men,27,CAN,Frank Stack,2:25.70
St Moritz 1948,1500m-men,28,USA,Robert Fitzgerald,2:27.00
St Moritz 1948,1500m-men,29,CAN,Abraham Hardy,2:28.50
St Moritz 1948,1500m-men,30,GBR,Dennis Blundell,2:29.20
St Moritz 1948,1500m-men,31,KOR,Young Chin Choi,2:29.80
St Moritz 1948,1500m-men,32,CAN,Gordon Audley,2:30.00
St Moritz 1948,1500m-men,32,ITA,Enrico Musolino,2:30.00
St Moritz 1948,1500m-men,34,ITA,Giorgio Cattaneo,2:30.50
St Moritz 1948,1500m-men,34,SUI,Hans Peter Vogt,2:30.50
St Moritz 1948,1500m-men,36,ITA,Guido Caroli,2:30.90
St Moritz 1948,1500m-men,36,KOR,Chung Kook Lee,2:30.90
St Moritz 1948,1500m-men,38,AUT,Max Stiepl,2:31.20
St Moritz 1948,1500m-men,39,HUN,Gedeon Ladanji,2:31.30
St Moritz 1948,1500m-men,40,AUT,Gustav Slanec,2:31.90
St Moritz 1948,1500m-men,41,GBR,Thomas Ross,2:32.60
St Moritz 1948,1500m-men,42,SUI,Rudolf Kleiner,2:33.00
St Moritz 1948,1500m-men,43,SUI,Sepp Rogger,2:34.70
St Moritz 1948,1500m-men,44,AUT,Ferdinand Preindl,2:38.60
St Moritz 1948,1500m-men,45,BEL,Pierre Huylebroeck,2:40.20
St Moritz 1948,5000m-men,1,NOR,Reidar Liaklev,8:29.40
St Moritz 1948,5000m-men,2,NOR,Odd Lundberg,8:32.70
St Moritz 1948,5000m-men,3,SWE,Göthe Hedlund,8:34.80
St Moritz 1948,5000m-men,4,SWE,Gustav Harry Jansson,8:34.90
St Moritz 1948,5000m-men,5,NED,Jan Langedijk,8:36.20
St Moritz 1948,5000m-men,6,NED,Cornelis Broekman,8:37.30
St Moritz 1948,5000m-men,7,SWE,Ake Seyffarth,8:37.90
St Moritz 1948,5000m-men,8,FIN,Pentti Lammio,8:40.70
St Moritz 1948,5000m-men,9,FIN,Lauri Parkkinen,8:45.00
St Moritz 1948,5000m-men,10,HUN,Kornel Pajor,8:45.20
St Moritz 1948,5000m-men,11,GBR,John Dennis Cronshey,8:45.60
St Moritz 1948,5000m-men,12,NED,Anton Huiskes,8:46.40
St Moritz 1948,5000m-men,13,HUN,Ivan Ruttkay,8:46.90
St Moritz 1948,5000m-men,14,CAN,Craig Mackay,8:47.20
St Moritz 1948,5000m-men,15,FIN,Kalevi Laitinen,8:53.00
St Moritz 1948,5000m-men,16,SWE,Rune Hammarström,8:53.80
St Moritz 1948,5000m-men,17,USA,Raymond Edward Blum,8:54.40
St Moritz 1948,5000m-men,18,USA,Kenneth Henry,8:56.00
St Moritz 1948,5000m-men,19,GBR,Henry James Howes,8:56.60
St Moritz 1948,5000m-men,20,NED,Aad De Koning,8:57.60
St Moritz 1948,5000m-men,21,USA,Louis Rupprecht,8:58.40
St Moritz 1948,5000m-men,22,TCH,Vladimir Kolar,8:58.90
St Moritz 1948,5000m-men,23,NOR,Henry Hebbe,9:03.00
St Moritz 1948,5000m-men,24,AUT,Max Stiepl,9:05.00
St Moritz 1948,5000m-men,25,KOR,Hyo Chang Lee,9:05.40
St Moritz 1948,5000m-men,26,FIN,Antero Ojala,9:06.20
St Moritz 1948,5000m-men,27,USA,Richard Solem,9:10.40
St Moritz 1948,5000m-men,28,GBR,Thomas Ross,9:18.30
St Moritz 1948,5000m-men,29,HUN,Akos Elefky,9:18.60
St Moritz 1948,5000m-men,30,BEL,Pierre Huylebroeck,9:20.30
St Moritz 1948,5000m-men,31,ITA,Guido Caroli,9:21.30
St Moritz 1948,5000m-men,32,GBR,Dennis Blundell,9:22.20
St Moritz 1948,5000m-men,33,SUI,Heinz Hügelshofer,9:28.60
St Moritz 1948,5000m-men,34,SUI,Sepp Rogger,9:29.30
St Moritz 1948,5000m-men,35,HUN,Gedeon Ladanji,9:30.20
St Moritz 1948,5000m-men,36,ITA,Enrico Musolino,9:32.30
St Moritz 1948,5000m-men,37,ITA,Fernando Alloni,9:36.30
St Moritz 1948,5000m-men,38,KOR,Chung Kook Lee,9:36.70
St Moritz 1948,5000m-men,39,SUI,Alfred Altenburger,9:40.60
St Moritz 1948,10000m-men,1,SWE,Ake Seyffarth,17:26.30
St Moritz 1948,10000m-men,2,FIN,Lauri Parkkinen,17:36.00
St Moritz 1948,10000m-men,3,FIN,Pentti Lammio,17:42.70
St Moritz 1948,10000m-men,4,HUN,Kornel Pajor,17:45.60
St Moritz 1948,10000m-men,5,NED,Cornelis Broekman,17:54.70
St Moritz 1948,10000m-men,6,NED,Jan Langedijk,17:55.30
St Moritz 1948,10000m-men,7,NOR,Odd Lundberg,18:05.80
St Moritz 1948,10000m-men,8,SWE,Gustav Harry Jansson,18:08.00
St Moritz 1948,10000m-men,9,SWE,Rune Hammarström,18:39.60
St Moritz 1948,10000m-men,10,AUT,Max Stiepl,19:25.50
St Moritz 1948,10000m-men,11,USA,John Roland Werket,19:44.00
St Moritz 1948,10000m-men,12,BEL,Pierre Huylebroeck,19:54.80
St Moritz 1948,10000m-men,13,CAN,Craig Mackay,20:15.50
St Moritz 1948,10000m-men,14,NED,Anton Huiskes,20:16.40
St Moritz 1948,10000m-men,15,HUN,Ivan Ruttkay,20:16.50
St Moritz 1948,10000m-men,16,HUN,Janos Kilian,20:23.80
St Moritz 1948,10000m-men,17,USA,Louis Rupprecht,21:20.30
St Moritz 1948,10000m-men,18,USA,Arthur Francis Seaman,21:34.80
St Moritz 1948,10000m-men,19,USA,Richard Solem,26:22.40
Oslo 1952,500m-men,1,USA,Kenneth Henry,43.20
Oslo 1952,500m-men,2,USA,Donald Mcdermott,43.90
Oslo 1952,500m-men,3,CAN,Gordon Audley,44.00
Oslo 1952,500m-men,3,NOR,Arne Johansen,44.00
Oslo 1952,500m-men,5,NOR,Finn Helgesen,44.00
Oslo 1952,500m-men,6,NOR,Hroar Elvenes,44.10
Oslo 1952,500m-men,6,JPN,Kiyotaka Takabayashi,44.10
Oslo 1952,500m-men,8,NED,Gerardus Maarse,44.20
Oslo 1952,500m-men,8,FIN,Toivo Salonen,44.20
Oslo 1952,500m-men,10,NOR,Sigmund Søfteland,44.30
Oslo 1952,500m-men,11,USA,John Roland Werket,44.50
Oslo 1952,500m-men,12,JPN,Masanori Aoki,44.80
Oslo 1952,500m-men,12,SWE,Mats Bolmstedt,44.80
Oslo 1952,500m-men,12,CAN,Frank Stack,44.80
Oslo 1952,500m-men,15,USA,Robert Fitzgerald,44.90
Oslo 1952,500m-men,15,JPN,Sukenobu Kudo,44.90
Oslo 1952,500m-men,15,CAN,Craig Mackay,44.90
Oslo 1952,500m-men,18,JPN,Tsuneo Sato,45.20
Oslo 1952,500m-men,19,NED,Cornelis Pieter Van Der Elst,45.30
Oslo 1952,500m-men,19,NED,Willem Van Der Voort,45.30
Oslo 1952,500m-men,21,GBR,Norman Arthur Holwell,45.40
Oslo 1952,500m-men,21,FIN,Kalevi Laitinen,45.40
Oslo 1952,500m-men,23,SWE,Gunnar Ström,45.60
Oslo 1952,500m-men,24,FIN,Kauko Salomaa,45.70
Oslo 1952,500m-men,25,SWE,Stig Lindberg,45.90
Oslo 1952,500m-men,25,AUT,Franz Offenberger,45.90
Oslo 1952,500m-men,25,ITA,Enrico Musolino,45.90
Oslo 1952,500m-men,28,HUN,Ferenc Lörincz,46.10
Oslo 1952,500m-men,29,AUS,Colin Hickey,46.20
Oslo 1952,500m-men,30,CAN,Ralf Olin,46.50
Oslo 1952,500m-men,31,SWE,Bengt Malmsten,46.60
Oslo 1952,500m-men,32,HUN,Jozsef Merenyi,46.70
Oslo 1952,500m-men,33,GER,Theo Meding,46.80
Oslo 1952,500m-men,34,GBR,William Ashford Jones,46.90
Oslo 1952,500m-men,35,BEL,Robert Laboubee,47.20
Oslo 1952,500m-men,36,AUT,Konrad Pecher,47.30
Oslo 1952,500m-men,37,AUT,Arthur Mannsbarth,47.60
Oslo 1952,500m-men,38,ITA,Guido Citterio,48.20
Oslo 1952,500m-men,39,BEL,Jean Massez,49.20
Oslo 1952,1500m-men,1,NOR,Hjalmar Andersen,2:20.40
Oslo 1952,1500m-men,2,NED,Willem Van Der Voort,2:20.60
Oslo 1952,1500m-men,3,NOR,Roald Aas,2:21.60
Oslo 1952,1500m-men,4,SWE,Carl Erik Asplund,2:22.60
Oslo 1952,1500m-men,5,NED,Cornelis Broekman,2:22.80
Oslo 1952,1500m-men,6,FIN,Lauri Parkkinen,2:23.00
Oslo 1952,1500m-men,7,FIN,Kauko Salomaa,2:23.30
Oslo 1952,1500m-men,8,SWE,Sigvard Ericsson,2:23.40
Oslo 1952,1500m-men,8,NOR,Ivar Martinsen,2:23.40
Oslo 1952,1500m-men,10,HUN,Ferenc Lörincz,2:23.70
Oslo 1952,1500m-men,11,JPN,Tsuneo Sato,2:23.90
Oslo 1952,1500m-men,12,NED,Gerardus Maarse,2:24.30
Oslo 1952,1500m-men,12,USA,John Roland Werket,2:24.30
Oslo 1952,1500m-men,14,GBR,Norman Arthur Holwell,2:24.50
Oslo 1952,1500m-men,15,NOR,Nicolai Stene,2:24.80
Oslo 1952,1500m-men,16,CAN,Craig Mackay,2:25.00
Oslo 1952,1500m-men,17,USA,Kenneth Henry,2:25.00
Oslo 1952,1500m-men,18,USA,Pat Mcnamara,2:25.50
Oslo 1952,1500m-men,19,SWE,Gunnar Ström,2:25.80
Oslo 1952,1500m-men,20,AUT,Franz Offenberger,2:25.90
Oslo 1952,1500m-men,21,HUN,Jozsef Merenyi,2:26.10
Oslo 1952,1500m-men,22,AUT,Arthur Mannsbarth,2:26.60
Oslo 1952,1500m-men,23,JPN,Masanori Aoki,2:26.90
Oslo 1952,1500m-men,24,FIN,Kalevi Laitinen,2:27.10
Oslo 1952,1500m-men,25,FIN,Toivo Salonen,2:27.40
Oslo 1952,1500m-men,26,NED,Cornelis Pieter Van Der Elst,2:27.60
Oslo 1952,1500m-men,26,SWE,John Richard Wickström,2:27.60
Oslo 1952,1500m-men,28,USA,Donald Mcdermott,2:28.80
Oslo 1952,1500m-men,29,CAN,Ralf Olin,2:29.30
Oslo 1952,1500m-men,30,AUS,Colin Hickey,2:30.40
Oslo 1952,1500m-men,31,ITA,Enrico Musolino,2:30.70
Oslo 1952,1500m-men,32,ITA,Guido Citterio,2:30.80
Oslo 1952,1500m-men,33,JPN,Sukenobu Kudo,2:31.60
Oslo 1952,1500m-men,34,JPN,Kiyotaka Takabayashi,2:32.00
Oslo 1952,1500m-men,35,GBR,William Ashford Jones,2:32.20
Oslo 1952,1500m-men,36,AUT,Konrad Pecher,2:34.80
Oslo 1952,1500m-men,37,BEL,Robert Laboubee,2:36.40
Oslo 1952,1500m-men,38,GBR,John Graham Hearn,2:40.10
Oslo 1952,1500m-men,39,BEL,Jean Massez,2:43.80
Oslo 1952,5000m-men,1,NOR,Hjalmar Andersen,8:10.60
Oslo 1952,5000m-men,2,NED,Cornelis Broekman,8:21.60
Oslo 1952,5000m-men,3,NOR,Sverre Haugli,8:22.40
Oslo 1952,5000m-men,4,NED,Anton Huiskes,8:28.50
Oslo 1952,5000m-men,5,NED,Willem Van Der Voort,8:30.60
Oslo 1952,5000m-men,6,SWE,Carl Erik Asplund,8:30.70
Oslo 1952,5000m-men,7,FIN,Pentti Lammio,8:31.90
Oslo 1952,5000m-men,8,AUT,Arthur Mannsbarth,8:36.30
Oslo 1952,5000m-men,9,NOR,Wiggo Kai Hansen,8:37.20
Oslo 1952,5000m-men,10,JPN,Yoshiyasu Gomi,8:38.60
Oslo 1952,5000m-men,11,SWE,Göthe Hedlund,8:39.20
Oslo 1952,5000m-men,12,FIN,Matti Tuomi,8:40.00
Oslo 1952,5000m-men,13,FIN,Kauko Salomaa,8:40.10
Oslo 1952,5000m-men,14,SWE,Sigvard Ericsson,8:40.80
Oslo 1952,5000m-men,15,JPN,Kazuhiko Sugawara,8:44.40
Oslo 1952,5000m-men,16,GBR,Norman Arthur Holwell,8:44.50
Oslo 1952,5000m-men,17,GBR,John Graham Hearn,8:47.00
Oslo 1952,5000m-men,18,SWE,John Richard Wickström,8:47.20
Oslo 1952,5000m-men,19,NED,Egbert Jan Van'T Oever,8:47.60
Oslo 1952,5000m-men,20,NOR,Yngvar Hafsund Karlsen,8:48.20
Oslo 1952,5000m-men,21,HUN,Ferenc Lörincz,8:51.20
Oslo 1952,5000m-men,22,FIN,Kalevi Laitinen,8:52.40
Oslo 1952,5000m-men,23,CAN,Craig Mackay,8:52.50
Oslo 1952,5000m-men,24,USA,Pat Mcnamara,8:53.40
Oslo 1952,5000m-men,25,CAN,Ralf Olin,8:54.20
Oslo 1952,5000m-men,26,HUN,Jozsef Merenyi,8:56.60
Oslo 1952,5000m-men,27,GER,Theo Meding,8:57.40
Oslo 1952,5000m-men,28,AUS,Colin Hickey,8:57.60
Oslo 1952,5000m-men,29,USA,Kenneth Henry,8:59.90
Oslo 1952,5000m-men,30,AUT,Franz Offenberger,9:03.00
Oslo 1952,5000m-men,31,GBR,William Ashford Jones,9:03.70
Oslo 1952,5000m-men,32,AUT,Konrad Pecher,9:04.90
Oslo 1952,5000m-men,33,USA,Charles William Burke,9:06.40
Oslo 1952,5000m-men,34,USA,Alfred George Broadhurst,9:09.20
Oslo 1952,5000m-men,35,BEL,Pierre Huylebroeck,9:34.40
Oslo 1952,10000m-men,1,NOR,Hjalmar Andersen,16:45.80
Oslo 1952,10000m-men,2,NED,Cornelis Broekman,17:10.60
Oslo 1952,10000m-men,3,SWE,Carl Erik Asplund,17:16.60
Oslo 1952,10000m-men,4,FIN,Pentti Lammio,17:20.50
Oslo 1952,10000m-men,5,NED,Anton Huiskes,17:25.50
Oslo 1952,10000m-men,6,NOR,Sverre Haugli,17:30.20
Oslo 1952,10000m-men,7,JPN,Kazuhiko Sugawara,17:34.00
Oslo 1952,10000m-men,8,FIN,Lauri Parkkinen,17:36.80
Oslo 1952,10000m-men,9,SWE,Göthe Hedlund,17:39.20
Oslo 1952,10000m-men,10,GBR,John Graham Hearn,17:41.50
Oslo 1952,10000m-men,11,AUT,Arthur Mannsbarth,17:44.20
Oslo 1952,10000m-men,12,FIN,Kauko Salomaa,17:49.60
Oslo 1952,10000m-men,13,SWE,Sigvard Ericsson,17:52.80
Oslo 1952,10000m-men,14,JPN,Yoshiyasu Gomi,17:53.00
Oslo 1952,10000m-men,15,GBR,Norman Arthur Holwell,18:02.40
Oslo 1952,10000m-men,16,USA,Pat Mcnamara,18:08.70
Oslo 1952,10000m-men,17,HUN,Jozsef Merenyi,18:09.00
Oslo 1952,10000m-men,18,NOR,Yngvar Hafsund Karlsen,18:10.60
Oslo 1952,10000m-men,19,NED,Egbert Jan Van'T Oever,18:20.80
Oslo 1952,10000m-men,20,SWE,Gunnar Hallkvist,18:20.90
Oslo 1952,10000m-men,21,CAN,Ralf Olin,18:22.80
Oslo 1952,10000m-men,22,GER,Theo Meding,18:24.40
Oslo 1952,10000m-men,23,FIN,Matti Tuomi,18:25.50
Oslo 1952,10000m-men,24,CAN,Craig Mackay,18:27.40
Oslo 1952,10000m-men,25,USA,Alfred George Broadhurst,18:44.20
Oslo 1952,10000m-men,26,AUT,Franz Offenberger,19:04.20
Oslo 1952,10000m-men,27,USA,Charles William Burke,19:07.10
Oslo 1952,10000m-men,28,ITA,Guido Caroli,19:13.60
Cortina D Ampezzo 1956,500m-men,1,URS,Yevgeny Grishin,40.20
Cortina D Ampezzo 1956,500m-men,2,URS,Rafael Grach,40.80
Cortina D Ampezzo 1956,500m-men,3,NOR,Alv Gjestvang,41.00
Cortina D Ampezzo 1956,500m-men,4,URS,Yury Sergeyev,41.10
Cortina D Ampezzo 1956,500m-men,5,FIN,Toivo Salonen,41.70
Cortina D Ampezzo 1956,500m-men,6,USA,William Ambrose Carow,41.80
Cortina D Ampezzo 1956,500m-men,7,AUS,Colin Hickey,41.90
Cortina D Ampezzo 1956,500m-men,7,SWE,Bengt Malmsten,41.90
Cortina D Ampezzo 1956,500m-men,9,FIN,Matti Hamberg,42.20
Cortina D Ampezzo 1956,500m-men,9,FIN,Juhani Jouko Järvinen,42.20
Cortina D Ampezzo 1956,500m-men,11,JPN,Shinkichi Takemura,42.40
Cortina D Ampezzo 1956,500m-men,11,USA,John Roland Werket,42.40
Cortina D Ampezzo 1956,500m-men,13,NOR,Finn Einar Hodt,42.50
Cortina D Ampezzo 1956,500m-men,13,FIN,Yrjö Uimonen,42.50
Cortina D Ampezzo 1956,500m-men,15,SWE,Bertil Eng,42.60
Cortina D Ampezzo 1956,500m-men,16,NOR,Sigmund Søfteland,42.70
Cortina D Ampezzo 1956,500m-men,17,NOR,Hroar Elvenes,42.80
Cortina D Ampezzo 1956,500m-men,17,USA,Kenneth Henry,42.80
Cortina D Ampezzo 1956,500m-men,17,JPN,Yoshitaka Hori,42.80
Cortina D Ampezzo 1956,500m-men,17,TCH,Bohumil Jauris,42.80
Cortina D Ampezzo 1956,500m-men,21,GBR,John Dennis Cronshey,42.90
Cortina D Ampezzo 1956,500m-men,22,JPN,Taketsugu Asazaka,43.10
Cortina D Ampezzo 1956,500m-men,22,ITA,Guido Citterio,43.10
Cortina D Ampezzo 1956,500m-men,22,NED,Gerardus Maarse,43.10
Cortina D Ampezzo 1956,500m-men,25,CAN,Gordon Audley,43.20
Cortina D Ampezzo 1956,500m-men,25,FRA,Raymond Gilloz,43.20
Cortina D Ampezzo 1956,500m-men,25,USA,Donald Mcdermott,43.20
Cortina D Ampezzo 1956,500m-men,28,KOR,Yeong Jang,43.50
Cortina D Ampezzo 1956,500m-men,28,TCH,Vladimir Kolar,43.50
Cortina D Ampezzo 1956,500m-men,30,TCH,Jaroslav Doubek,43.60
Cortina D Ampezzo 1956,500m-men,30,JPN,Kiyotaka Takabayashi,43.60
Cortina D Ampezzo 1956,500m-men,32,AUT,Franz Offenberger,43.80
Cortina D Ampezzo 1956,500m-men,33,ITA,Guido Caroli,43.90
Cortina D Ampezzo 1956,500m-men,34,KOR,Yun Sik Jo,44.00
Cortina D Ampezzo 1956,500m-men,34,GER,Helmut Kuhnert,44.00
Cortina D Ampezzo 1956,500m-men,36,CAN,Ralf Olin,44.10
Cortina D Ampezzo 1956,500m-men,37,AUT,Ernst Biel,44.20
Cortina D Ampezzo 1956,500m-men,37,NED,Cornelis Broekman,44.20
Cortina D Ampezzo 1956,500m-men,37,SWE,Sigvard Ericsson,44.20
Cortina D Ampezzo 1956,500m-men,40,SUI,Erich Kull,44.30
Cortina D Ampezzo 1956,500m-men,41,AUT,Kurt Eminger,44.40
Cortina D Ampezzo 1956,500m-men,42,SWE,Gunnar Ström,44.70
Cortina D Ampezzo 1956,500m-men,43,NED,Wim De Graaff,44.90
Cortina D Ampezzo 1956,500m-men,44,GBR,Alexander Edminston Connell,45.20
Cortina D Ampezzo 1956,500m-men,45,GBR,John Graham Hearn,45.90
Cortina D Ampezzo 1956,1500m-men,1,URS,Yevgeny Grishin,2:08.60
Cortina D Ampezzo 1956,1500m-men,1,URS,Yury Mikhailov,2:08.60
Cortina D Ampezzo 1956,1500m-men,3,FIN,Toivo Salonen,2:09.40
Cortina D Ampezzo 1956,1500m-men,4,FIN,Juhani Jouko Järvinen,2:09.70
Cortina D Ampezzo 1956,1500m-men,5,URS,Robert Merkulov,2:10.30
Cortina D Ampezzo 1956,1500m-men,6,SWE,Sigvard Ericsson,2:11.00
Cortina D Ampezzo 1956,1500m-men,7,AUS,Colin Hickey,2:11.80
Cortina D Ampezzo 1956,1500m-men,8,URS,Boris Shilkov,2:11.90
Cortina D Ampezzo 1956,1500m-men,9,NOR,Knut Johannesen,2:12.20
Cortina D Ampezzo 1956,1500m-men,10,NOR,Roald Aas,2:12.90
Cortina D Ampezzo 1956,1500m-men,11,SWE,Bertil Eng,2:13.10
Cortina D Ampezzo 1956,1500m-men,11,NED,Wim De Graaff,2:13.10
Cortina D Ampezzo 1956,1500m-men,11,NED,Gerardus Maarse,2:13.10
Cortina D Ampezzo 1956,1500m-men,14,NED,Cornelis Broekman,2:13.10
Cortina D Ampezzo 1956,1500m-men,15,TCH,Bohumil Jauris,2:13.60
Cortina D Ampezzo 1956,1500m-men,16,NOR,Jan Kristiansen,2:13.70
Cortina D Ampezzo 1956,1500m-men,17,SWE,Bengt Malmsten,2:14.60
Cortina D Ampezzo 1956,1500m-men,18,FIN,Matti Hamberg,2:14.80
Cortina D Ampezzo 1956,1500m-men,19,GBR,John Dennis Cronshey,2:15.00
Cortina D Ampezzo 1956,1500m-men,20,USA,Pat Mcnamara,2:15.20
Cortina D Ampezzo 1956,1500m-men,21,JPN,Taketsugu Asazaka,2:15.40
Cortina D Ampezzo 1956,1500m-men,22,SWE,Gunnar Ström,2:15.60
Cortina D Ampezzo 1956,1500m-men,23,JPN,Yoshitaka Hori,2:15.90
Cortina D Ampezzo 1956,1500m-men,24,NOR,Hroar Elvenes,2:16.00
Cortina D Ampezzo 1956,1500m-men,25,USA,John Roland Werket,2:16.10
Cortina D Ampezzo 1956,1500m-men,26,FIN,Leo Tynkkynen,2:16.20
Cortina D Ampezzo 1956,1500m-men,27,ITA,Guido Citterio,2:16.50
Cortina D Ampezzo 1956,1500m-men,27,TCH,Vladimir Kolar,2:16.50
Cortina D Ampezzo 1956,1500m-men,29,KOR,Yeong Jang,2:16.70
Cortina D Ampezzo 1956,1500m-men,30,USA,Eugene Myron Sandvig,2:17.10
Cortina D Ampezzo 1956,1500m-men,31,AUT,Franz Offenberger,2:17.30
Cortina D Ampezzo 1956,1500m-men,32,AUT,Arthur Mannsbarth,2:17.40
Cortina D Ampezzo 1956,1500m-men,33,GBR,John Graham Hearn,2:17.50
Cortina D Ampezzo 1956,1500m-men,34,FRA,Raymond Gilloz,2:17.70
Cortina D Ampezzo 1956,1500m-men,35,GER,Hans Keller,2:18.10
Cortina D Ampezzo 1956,1500m-men,36,JPN,Shinkichi Takemura,2:18.30
Cortina D Ampezzo 1956,1500m-men,37,USA,Donald Mcdermott,2:18.60
Cortina D Ampezzo 1956,1500m-men,38,AUT,Kurt Eminger,2:19.00
Cortina D Ampezzo 1956,1500m-men,39,TCH,Jaroslav Doubek,2:19.20
Cortina D Ampezzo 1956,1500m-men,39,JPN,Yoshiyasu Gomi,2:19.20
Cortina D Ampezzo 1956,1500m-men,41,CAN,Ralf Olin,2:19.70
Cortina D Ampezzo 1956,1500m-men,42,ITA,Guido Caroli,2:20.00
Cortina D Ampezzo 1956,1500m-men,42,KOR,Yun Sik Jo,2:20.00
Cortina D Ampezzo 1956,1500m-men,44,KOR,Chong Soon Kim,2:20.50
Cortina D Ampezzo 1956,1500m-men,45,CAN,John Sands,2:20.70
Cortina D Ampezzo 1956,1500m-men,46,SUI,Jürg Rohrbach,2:21.70
Cortina D Ampezzo 1956,1500m-men,46,SUI,Erich Kull,2:21.70
Cortina D Ampezzo 1956,1500m-men,48,ITA,Remo Tomasi,2:22.20
Cortina D Ampezzo 1956,1500m-men,49,NED,Nicolaas Olsthoorn,2:22.60
Cortina D Ampezzo 1956,1500m-men,50,GBR,Alexander Edminston Connell,2:23.00
Cortina D Ampezzo 1956,1500m-men,51,AUT,Ernst Biel,2:23.50
Cortina D Ampezzo 1956,1500m-men,51,KOR,Chang Nam Pyeon,2:23.50
Cortina D Ampezzo 1956,1500m-men,53,CAN,Gordon Audley,2:26.10
Cortina D Ampezzo 1956,5000m-men,1,URS,Boris Shilkov,7:48.70
Cortina D Ampezzo 1956,5000m-men,2,SWE,Sigvard Ericsson,7:56.70
Cortina D Ampezzo 1956,5000m-men,3,URS,Oleg Goncharenko,7:57.50
Cortina D Ampezzo 1956,5000m-men,4,NED,Cornelis Broekman,8:00.20
Cortina D Ampezzo 1956,5000m-men,4,NED,Wim De Graaff,8:00.20
Cortina D Ampezzo 1956,5000m-men,6,NOR,Roald Aas,8:01.60
Cortina D Ampezzo 1956,5000m-men,7,SWE,Sven Olof Dahlberg,8:01.80
Cortina D Ampezzo 1956,5000m-men,8,NOR,Knut Johannesen,8:02.30
Cortina D Ampezzo 1956,5000m-men,9,GER,Helmut Kuhnert,8:04.80
Cortina D Ampezzo 1956,5000m-men,10,NOR,Torstein Seiersten,8:06.40
Cortina D Ampezzo 1956,5000m-men,11,NOR,Hjalmar Andersen,8:06.50
Cortina D Ampezzo 1956,5000m-men,12,SWE,Gunnar Sjölin,8:06.70
Cortina D Ampezzo 1956,5000m-men,13,TCH,Vladimir Kolar,8:08.90
Cortina D Ampezzo 1956,5000m-men,14,AUS,Colin Hickey,8:10.00
Cortina D Ampezzo 1956,5000m-men,15,GBR,John Dennis Cronshey,8:10.10
Cortina D Ampezzo 1956,5000m-men,16,URS,Dmitry Sakunenko,8:10.50
Cortina D Ampezzo 1956,5000m-men,17,USA,Pat Mcnamara,8:10.60
Cortina D Ampezzo 1956,5000m-men,18,NED,Gerardus Maarse,8:11.10
Cortina D Ampezzo 1956,5000m-men,19,URS,Boris Yakimov,8:12.60
