igre,disciplina,mesto,drzava,ime,rezultat 
Nagano 1998,5000m-women,4,NED,Barbara De Loor,7:11.81
Nagano 1998,5000m-women,5,NED,Tonny De Jong,7:12.77
Nagano 1998,5000m-women,6,NED,Carla Zijlstra,7:12.89
Nagano 1998,5000m-women,7,USA,Kirstin Holum,7:14.20
Nagano 1998,5000m-women,8,AUT,Emese Hunyady,7:15.23
Nagano 1998,5000m-women,9,ITA,Elena Belci,7:15.58
Nagano 1998,5000m-women,10,USA,Jennifer Rodriguez,7:16.78
Nagano 1998,5000m-women,11,JPN,Mie Uehara,7:21.72
Nagano 1998,5000m-women,12,RUS,Svetlana Vysokova,7:22.18
Nagano 1998,5000m-women,13,NOR,Anette Tönsberg,7:28.39
Nagano 1998,5000m-women,14,GER,Heike Warnicke,7:30.83
Nagano 1998,5000m-women,15,JPN,Nami Nemoto,7:36.77
Nagano 1998,10000m-men,1,NED,Gianni Romme,13:15.33
Nagano 1998,10000m-men,2,NED,Bob Johannes Carolus De Jong,13:25.76
Nagano 1998,10000m-men,3,NED,Rintje Ritsma,13:28.19
Nagano 1998,10000m-men,4,BEL,Bart Veldkamp,13:29.69
Nagano 1998,10000m-men,5,NOR,Kjell Storelid,13:35.95
Nagano 1998,10000m-men,6,GER,Frank Dittrich,13:36.58
Nagano 1998,10000m-men,7,NOR,Lasse Saetre,13:42.94
Nagano 1998,10000m-men,8,USA,K C Boutiette,13:44.03
Nagano 1998,10000m-men,9,ITA,Roberto Sighel,13:46.85
Nagano 1998,10000m-men,10,GER,Alexander Baumgaertel,13:48.44
Nagano 1998,10000m-men,11,GER,Rene Taubenrauch,13:52.10
Nagano 1998,10000m-men,12,AUT,Marnix Ten Kortenaar,13:52.30
Nagano 1998,10000m-men,13,RUS,Vadim Sayutin,13:54.57
Nagano 1998,10000m-men,14,JPN,Keiji Shirahata,13:57.45
Nagano 1998,10000m-men,15,NOR,Remi Hereide,14:09.90
Nagano 1998,10000m-men,16,USA,David Tamburrino,14:12.00
Salt Lake City 2002,500m-men,1,USA,Casey Fitzrandolph,1:09.23
Salt Lake City 2002,500m-men,2,JPN,Hiroyasu Shimizu,1:09.26
Salt Lake City 2002,500m-men,3,USA,Kip Carpenter,1:09.47
Salt Lake City 2002,500m-men,4,NED,Gerard Van Velde,1:09.49
Salt Lake City 2002,500m-men,5,KOR,Kyou Hyuk Lee,1:09.59
Salt Lake City 2002,500m-men,6,USA,Joey Cheek,1:09.60
Salt Lake City 2002,500m-men,7,CAN,Michael Ireland,1:09.60
Salt Lake City 2002,500m-men,8,JPN,Toyoki Takeda,1:09.81
Salt Lake City 2002,500m-men,9,NED,Jan Bos,1:09.86
Salt Lake City 2002,500m-men,10,NED,Erben Wennemars,1:09.89
Salt Lake City 2002,500m-men,11,RUS,Dmitry Lobkov,1:10.10
Salt Lake City 2002,500m-men,12,JPN,Kuniomi Haneishi,1:10.11
Salt Lake City 2002,500m-men,13,RUS,Sergey Klevchenya,1:10.28
Salt Lake City 2002,500m-men,14,JPN,Manabu Horii,1:10.32
Salt Lake City 2002,500m-men,15,FIN,Janne Hanninen,1:10.33
Salt Lake City 2002,500m-men,16,POL,Pawel Abratkiewicz,1:10.44
Salt Lake City 2002,500m-men,17,KOR,Jae Bong Choi,1:10.57
Salt Lake City 2002,500m-men,18,RUS,Dmitry Dorofeyev,1:10.75
Salt Lake City 2002,500m-men,19,GER,Michael Kuenzel,1:10.84
Salt Lake City 2002,500m-men,20,CAN,Patrick Bouchard,1:10.88
Salt Lake City 2002,500m-men,21,CHN,Hin Yu Li,1:10.97
Salt Lake City 2002,500m-men,22,POL,Tomasz Swist,1:11.27
Salt Lake City 2002,500m-men,23,ITA,Davide Carta,1:11.39
Salt Lake City 2002,500m-men,24,CAN,Eric Brisson,1:11.54
Salt Lake City 2002,500m-men,25,KOR,Jae Man Park,1:11.96
Salt Lake City 2002,500m-men,26,GER,Christian Breuer,1:12.07
Salt Lake City 2002,500m-men,27,NED,Ids Postma,1:12.49
Salt Lake City 2002,500m-men,28,USA,Marc Pelchat,1:12.58
Salt Lake City 2002,500m-men,29,UKR,Andrey Fomin,1:12.64
Salt Lake City 2002,500m-men,30,ITA,Dino Gillarduzzi,1:12.69
Salt Lake City 2002,500m-men,31,HUN,Zsolt Balo,1:12.93
Salt Lake City 2002,500m-men,32,BLR,Aleksey Khatylyov,1:14.81
Salt Lake City 2002,500m-men,33,KOR,Cheol Su Kim,0.11
Salt Lake City 2002,500m-men,34,CHN,Fengtong Yu,0.12
Salt Lake City 2002,500m-men,35,NOR,Grunde Njös,0.13
Salt Lake City 2002,500m-women,1,CAN,Catriona Le May Doan,1:14.75
Salt Lake City 2002,500m-women,2,GER,Monique Garbrecht Enfeldt,1:14.94
Salt Lake City 2002,500m-women,3,GER,Sabine Voelker,1:15.19
Salt Lake City 2002,500m-women,4,NED,Andrea Nuyt,1:15.37
Salt Lake City 2002,500m-women,5,BLR,Anzhelika Kotyuga,1:15.39
Salt Lake City 2002,500m-women,6,JPN,Tomomi Okazaki,1:15.64
Salt Lake City 2002,500m-women,7,RUS,Svetlana Zhurova,1:15.64
Salt Lake City 2002,500m-women,8,NED,Marianne Timmer,1:16.17
Salt Lake City 2002,500m-women,9,JPN,Yukari Watanabe,1:16.20
Salt Lake City 2002,500m-women,10,RUS,Svetlana Kaykan,1:16.31
Salt Lake City 2002,500m-women,11,JPN,Eriko Sanmiya,1:16.37
Salt Lake City 2002,500m-women,12,JPN,Sayuri Osuga,1:16.42
Salt Lake City 2002,500m-women,13,CHN,Manli Wang,1:16.62
Salt Lake City 2002,500m-women,14,USA,Christine Witty,1:16.73
Salt Lake City 2002,500m-women,15,GER,Jenny Wolf,1:16.73
Salt Lake City 2002,500m-women,16,ITA,Chiara Simionato,1:16.92
Salt Lake City 2002,500m-women,17,NED,Marieke Wijsman,1:17.10
Salt Lake City 2002,500m-women,18,KOR,Seung Yong Choi,1:17.14
Salt Lake City 2002,500m-women,19,GER,Marion Wohlrab,1:17.37
Salt Lake City 2002,500m-women,20,USA,Becky Sundstrom,1:17.60
Salt Lake City 2002,500m-women,21,CAN,Susan Auch,1:17.60
Salt Lake City 2002,500m-women,22,USA,Elli Ochowicz,1:17.71
Salt Lake City 2002,500m-women,23,CHN,Hua Jin,1:18.26
Salt Lake City 2002,500m-women,24,CHN,Chunyuan Yang,1:18.63
Salt Lake City 2002,500m-women,25,KOR,Seon Yeon Cho,1:18.79
Salt Lake City 2002,500m-women,26,AUT,Emese Hunyady,1:18.89
Salt Lake City 2002,500m-women,27,HUN,Krisztina Egyed,1:19.28
Salt Lake City 2002,500m-women,28,BLR,Svetlana Radkevich,1:19.45
Salt Lake City 2002,500m-women,29,KOR,Yong Joo Lee,1:19.78
Salt Lake City 2002,500m-women,30,CHN,Aihua Xing,0.14
Salt Lake City 2002,1000m-men,1,NED,Gerard Van Velde,1:07.18
Salt Lake City 2002,1000m-men,2,NED,Jan Bos,1:07.53
Salt Lake City 2002,1000m-men,3,USA,Joey Cheek,1:07.61
Salt Lake City 2002,1000m-men,4,USA,Kip Carpenter,1:07.89
Salt Lake City 2002,1000m-men,5,NED,Erben Wennemars,1:07.95
Salt Lake City 2002,1000m-men,6,USA,Nick Pearson,1:07.97
Salt Lake City 2002,1000m-men,7,USA,Casey Fitzrandolph,1:08.15
Salt Lake City 2002,1000m-men,8,KOR,Kyou Hyuk Lee,1:08.37
Salt Lake City 2002,1000m-men,9,RUS,Sergey Klevchenya,1:08.41
Salt Lake City 2002,1000m-men,10,FIN,Janne Hanninen,1:08.45
Salt Lake City 2002,1000m-men,11,NOR,Adne Sondral,1:08.64
Salt Lake City 2002,1000m-men,12,KOR,Jae Bong Choi,1:08.81
Salt Lake City 2002,1000m-men,13,CAN,Jeremy Wotherspoon,1:08.82
Salt Lake City 2002,1000m-men,14,CAN,Michael Ireland,1:08.88
Salt Lake City 2002,1000m-men,15,JPN,Yusuke Imai,1:08.90
Salt Lake City 2002,1000m-men,16,JPN,Toyoki Takeda,1:08.95
Salt Lake City 2002,1000m-men,17,NED,Ids Postma,1:09.15
Salt Lake City 2002,1000m-men,18,RUS,Dmitry Lobkov,1:09.20
Salt Lake City 2002,1000m-men,19,CAN,Patrick Bouchard,1:09.21
Salt Lake City 2002,1000m-men,20,CAN,Kevin Marshall,1:09.26
Salt Lake City 2002,1000m-men,21,POL,Tomasz Swist,1:09.48
Salt Lake City 2002,1000m-men,22,JPN,Manabu Horii,1:09.50
Salt Lake City 2002,1000m-men,23,RUS,Yevgeny Lalenkov,1:09.55
Salt Lake City 2002,1000m-men,24,GER,Michael Kuenzel,1:09.64
Salt Lake City 2002,1000m-men,25,KOR,Cheol Su Kim,1:09.79
Salt Lake City 2002,1000m-men,26,ITA,Davide Carta,1:09.81
Salt Lake City 2002,1000m-men,27,KAZ,Sergey Tsybenko,1:10.13
Salt Lake City 2002,1000m-men,28,NOR,Petter Andersen,1:10.14
Salt Lake City 2002,1000m-men,29,POL,Pawel Abratkiewicz,1:10.21
Salt Lake City 2002,1000m-men,30,GER,Christian Breuer,1:10.38
Salt Lake City 2002,1000m-men,31,HUN,Zsolt Balo,1:10.57
Salt Lake City 2002,1000m-men,32,KOR,Jae Man Park,1:10.67
Salt Lake City 2002,1000m-men,33,FIN,Risto Rosendahl,1:10.70
Salt Lake City 2002,1000m-men,34,GER,Jan Friesinger,1:10.71
Salt Lake City 2002,1000m-men,35,CHN,Hin Yu Li,1:10.78
Salt Lake City 2002,1000m-men,36,ITA,Dino Gillarduzzi,1:10.96
Salt Lake City 2002,1000m-men,37,UKR,Andrey Fomin,1:11.04
Salt Lake City 2002,1000m-men,38,FRA,Cedric Kuentz,1:11.26
Salt Lake City 2002,1000m-men,39,NOR,Grunde Njös,1:11.31
Salt Lake City 2002,1000m-men,40,CHN,Fengtong Yu,1:12.07
Salt Lake City 2002,1000m-men,41,BLR,Igor Makovetsky,1:12.33
Salt Lake City 2002,1000m-men,42,BLR,Aleksey Khatylyov,1:13.73
Salt Lake City 2002,1000m-men,43,CZE,David Kramar,1:14.05
Salt Lake City 2002,1000m-men,44,JPN,Hiroyuki Noake,1:49.18
Salt Lake City 2002,1000m-women,1,USA,Christine Witty,1:13.83
Salt Lake City 2002,1000m-women,2,GER,Sabine Voelker,1:13.96
Salt Lake City 2002,1000m-women,3,USA,Jennifer Rodriguez,1:14.24
Salt Lake City 2002,1000m-women,4,NED,Marianne Timmer,1:14.45
Salt Lake City 2002,1000m-women,5,GER,Anni Friesinger,1:14.47
Salt Lake City 2002,1000m-women,6,GER,Monique Garbrecht Enfeldt,1:14.60
Salt Lake City 2002,1000m-women,7,JPN,Aki Tonoike,1:14.64
Salt Lake City 2002,1000m-women,8,NED,Andrea Nuyt,1:14.65
Salt Lake City 2002,1000m-women,9,CAN,Catriona Le May Doan,1:14.72
Salt Lake City 2002,1000m-women,10,ITA,Chiara Simionato,1:14.86
Salt Lake City 2002,1000m-women,11,RUS,Svetlana Zhurova,1:15.02
Salt Lake City 2002,1000m-women,12,BLR,Anzhelika Kotyuga,1:15.03
Salt Lake City 2002,1000m-women,13,CAN,Cindy Klassen,1:15.08
Salt Lake City 2002,1000m-women,14,USA,Amy Sannes,1:15.09
Salt Lake City 2002,1000m-women,15,NED,Annamarie Thomas,1:15.20
Salt Lake City 2002,1000m-women,16,USA,Becky Sundstrom,1:15.88
Salt Lake City 2002,1000m-women,17,JPN,Eriko Sanmiya,1:16.26
Salt Lake City 2002,1000m-women,18,NED,Marieke Wijsman,1:16.48
Salt Lake City 2002,1000m-women,18,JPN,Sayuri Osuga,1:16.48
Salt Lake City 2002,1000m-women,20,RUS,Varvara Barysheva,1:16.49
Salt Lake City 2002,1000m-women,21,GER,Marion Wohlrab,1:16.51
Salt Lake City 2002,1000m-women,22,CHN,Li Song,1:16.71
Salt Lake City 2002,1000m-women,23,RUS,Svetlana Kaykan,1:16.93
Salt Lake City 2002,1000m-women,24,HUN,Krisztina Egyed,1:17.11
Salt Lake City 2002,1000m-women,25,CHN,Hua Jin,1:17.35
Salt Lake City 2002,1000m-women,26,CHN,Manli Wang,1:17.37
Salt Lake City 2002,1000m-women,27,CAN,Susan Auch,1:17.89
Salt Lake City 2002,1000m-women,28,KAZ,Lyudmila Prokasheva,1:18.19
Salt Lake City 2002,1000m-women,29,KOR,Seon Yeon Cho,1:18.36
Salt Lake City 2002,1000m-women,30,CHN,Yanchun You,1:18.74
Salt Lake City 2002,1000m-women,31,KOR,Yong Joo Lee,1:18.79
Salt Lake City 2002,1000m-women,32,KOR,Seung Yong Choi,1:18.88
Salt Lake City 2002,1000m-women,33,BLR,Svetlana Radkevich,1:18.93
Salt Lake City 2002,1000m-women,34,ROU,Andrea Jakab,1:19.60
Salt Lake City 2002,1000m-women,35,UKR,Olena Miahkykh,1:20.13
Salt Lake City 2002,1500m-men,1,USA,Derek Parra,1:43.95
Salt Lake City 2002,1500m-men,2,NED,Jochem Uytdehaage,1:44.57
Salt Lake City 2002,1500m-men,3,NOR,Adne Sondral,1:45.26
Salt Lake City 2002,1500m-men,4,USA,Joey Cheek,1:45.34
Salt Lake City 2002,1500m-men,5,NED,Ids Postma,1:45.41
Salt Lake City 2002,1500m-men,6,USA,Nick Pearson,1:45.51
Salt Lake City 2002,1500m-men,7,NED,Jan Bos,1:45.63
Salt Lake City 2002,1500m-men,8,KOR,Kyou Hyuk Lee,1:45.82
Salt Lake City 2002,1500m-men,9,NED,Rintje Ritsma,1:45.86
Salt Lake City 2002,1500m-men,10,RUS,Yevgeny Lalenkov,1:45.97
Salt Lake City 2002,1500m-men,11,RUS,Dmitry Shepel,1:45.98
Salt Lake City 2002,1500m-men,12,CAN,Dustin Molicki,1:46.00
Salt Lake City 2002,1500m-men,13,FIN,Janne Hanninen,1:46.04
Salt Lake City 2002,1500m-men,14,USA,Jp Shilling,1:46.29
Salt Lake City 2002,1500m-men,15,JPN,Hiroyuki Noake,1:46.38
Salt Lake City 2002,1500m-men,16,KAZ,Sergey Tsybenko,1:46.40
Salt Lake City 2002,1500m-men,17,CAN,Kevin Marshall,1:46.75
Salt Lake City 2002,1500m-men,18,CAN,Steven Elm,1:46.99
Salt Lake City 2002,1500m-men,19,KAZ,Radik Bikchentayev,1:47.04
Salt Lake City 2002,1500m-men,20,NOR,Petter Andersen,1:47.21
Salt Lake City 2002,1500m-men,21,KOR,Jae Bong Choi,1:47.26
Salt Lake City 2002,1500m-men,22,RUS,Aleksandr Kibalko,1:47.63
Salt Lake City 2002,1500m-men,23,JPN,Takaharu Nakajima,1:47.64
Salt Lake City 2002,1500m-men,24,ITA,Stefano Donagrandi,1:47.72
Salt Lake City 2002,1500m-men,25,JPN,Keiji Shirahata,1:47.78
Salt Lake City 2002,1500m-men,26,ITA,Enrico Fabris,1:47.83
Salt Lake City 2002,1500m-men,27,FIN,Vesa Rosendahl,1:48.02
Salt Lake City 2002,1500m-men,28,CAN,Philippe Marois,1:48.13
Salt Lake City 2002,1500m-men,29,FRA,Cedric Kuentz,1:48.20
Salt Lake City 2002,1500m-men,30,HUN,Zsolt Balo,1:48.27
Salt Lake City 2002,1500m-men,31,ITA,Roberto Sighel,1:48.40
Salt Lake City 2002,1500m-men,32,FIN,Risto Rosendahl,1:48.57
Salt Lake City 2002,1500m-men,33,KOR,Joon Mun,1:48.58
Salt Lake City 2002,1500m-men,34,JPN,Yusuke Imai,1:48.76
Salt Lake City 2002,1500m-men,35,NOR,Eskil Ervik,1:49.24
Salt Lake City 2002,1500m-men,36,KAZ,Nikolay Ulyanin,1:49.42
Salt Lake City 2002,1500m-men,37,RUS,Vadim Sayutin,1:49.45
Salt Lake City 2002,1500m-men,38,SWE,Johan Rojler,1:49.50
Salt Lake City 2002,1500m-men,39,KAZ,Vladimir Kostin,1:49.57
Salt Lake City 2002,1500m-men,40,BLR,Igor Makovetsky,1:50.15
Salt Lake City 2002,1500m-men,41,GER,Jan Friesinger,1:50.26
Salt Lake City 2002,1500m-men,42,KOR,Sang Yeop Yeo,1:50.70
Salt Lake City 2002,1500m-men,43,UKR,Andrey Fomin,1:51.02
Salt Lake City 2002,1500m-men,43,GER,Frank Dittrich,1:51.02
Salt Lake City 2002,1500m-men,45,CHN,Yongbin Ma,1:51.81
Salt Lake City 2002,1500m-men,46,CHN,Guangbin Liu,1:52.01
Salt Lake City 2002,1500m-men,47,BLR,Aleksey Khatylyov,1:52.87
Salt Lake City 2002,1500m-women,1,GER,Anni Friesinger,1:54.02
Salt Lake City 2002,1500m-women,2,GER,Sabine Voelker,1:54.97
Salt Lake City 2002,1500m-women,3,USA,Jennifer Rodriguez,1:55.32
Salt Lake City 2002,1500m-women,4,CAN,Cindy Klassen,1:55.59
Salt Lake City 2002,1500m-women,5,USA,Christine Witty,1:55.71
Salt Lake City 2002,1500m-women,6,GER,Claudia Pechstein,1:55.93
Salt Lake City 2002,1500m-women,7,NED,Tonny De Jong,1:56.02
Salt Lake City 2002,1500m-women,8,USA,Amy Sannes,1:56.29
Salt Lake City 2002,1500m-women,9,JPN,Maki Tabata,1:56.35
Salt Lake City 2002,1500m-women,10,RUS,Varvara Barysheva,1:56.44
Salt Lake City 2002,1500m-women,11,NED,Annamarie Thomas,1:56.45
Salt Lake City 2002,1500m-women,12,AUT,Emese Hunyady,1:56.51
Salt Lake City 2002,1500m-women,13,USA,Becky Sundstrom,1:57.33
Salt Lake City 2002,1500m-women,14,JPN,Aki Tonoike,1:57.97
Salt Lake City 2002,1500m-women,15,CHN,Li Song,1:58.31
Salt Lake City 2002,1500m-women,16,ITA,Chiara Simionato,1:58.52
Salt Lake City 2002,1500m-women,17,RUS,Tatyana Trapeznikova,1:59.00
Salt Lake City 2002,1500m-women,18,RUS,Valentina Yakshina,1:59.28
Salt Lake City 2002,1500m-women,19,CHN,Yang Gao,1:59.51
Salt Lake City 2002,1500m-women,20,CAN,Kristina Groves,1:59.54
Salt Lake City 2002,1500m-women,21,NED,Marianne Timmer,1:59.60
Salt Lake City 2002,1500m-women,22,GER,Marion Wohlrab,1:59.67
Salt Lake City 2002,1500m-women,23,HUN,Krisztina Egyed,1:59.86
Salt Lake City 2002,1500m-women,24,JPN,Yayoi Nagaoka,1:59.93
Salt Lake City 2002,1500m-women,25,CAN,Cindy Overland,2:00.02
Salt Lake City 2002,1500m-women,26,POL,Katarzyna Bachleda Curus,2:00.59
Salt Lake City 2002,1500m-women,27,ITA,Nicola Mayr,2:00.73
Salt Lake City 2002,1500m-women,28,CHN,Xiaolei Zhang,2:01.23
Salt Lake City 2002,1500m-women,29,KOR,Yun Suk Choi,2:01.39
Salt Lake City 2002,1500m-women,29,JPN,Yuri Obara,2:01.39
Salt Lake City 2002,1500m-women,31,ROU,Andrea Jakab,2:02.23
Salt Lake City 2002,1500m-women,32,KAZ,Anzhelika Gavrilova,2:03.22
Salt Lake City 2002,1500m-women,33,KOR,Eun Bi Bak,2:03.87
Salt Lake City 2002,1500m-women,34,BLR,Svetlana Chepelnikova,2:04.06
Salt Lake City 2002,1500m-women,35,LAT,Ilonda Luse,2:04.25
Salt Lake City 2002,1500m-women,36,ROU,Daniela Oltean,2:04.48
Salt Lake City 2002,1500m-women,37,KAZ,Marina Pupina,2:05.13
Salt Lake City 2002,1500m-women,38,UKR,Olena Miahkykh,2:05.32
Salt Lake City 2002,3000m-women,1,GER,Claudia Pechstein,3:57.70
Salt Lake City 2002,3000m-women,2,NED,Renate Groenewold,3:58.94
Salt Lake City 2002,3000m-women,3,CAN,Cindy Klassen,3:58.97
Salt Lake City 2002,3000m-women,4,GER,Anni Friesinger,3:59.39
Salt Lake City 2002,3000m-women,5,NED,Tonny De Jong,4:00.49
Salt Lake City 2002,3000m-women,6,JPN,Maki Tabata,4:03.63
Salt Lake City 2002,3000m-women,7,USA,Jennifer Rodriguez,4:04.99
Salt Lake City 2002,3000m-women,8,CAN,Kristina Groves,4:06.44
Salt Lake City 2002,3000m-women,9,AUT,Emese Hunyady,4:06.55
Salt Lake City 2002,3000m-women,10,CAN,Clara Hughes,4:06.57
Salt Lake City 2002,3000m-women,11,NED,Gretha Smit,4:07.41
Salt Lake City 2002,3000m-women,12,GER,Daniela Anschuetz,4:07.55
Salt Lake City 2002,3000m-women,13,USA,Catherine Raney Norman,4:07.59
Salt Lake City 2002,3000m-women,14,RUS,Varvara Barysheva,4:08.02
Salt Lake City 2002,3000m-women,15,RUS,Tatyana Trapeznikova,4:08.49
Salt Lake City 2002,3000m-women,16,KAZ,Lyudmila Prokasheva,4:09.74
Salt Lake City 2002,3000m-women,17,RUS,Valentina Yakshina,4:11.48
Salt Lake City 2002,3000m-women,18,JPN,Nami Nemoto,4:11.92
Salt Lake City 2002,3000m-women,19,JPN,Eriko Seo,4:12.33
Salt Lake City 2002,3000m-women,20,CHN,Yang Gao,4:12.39
Salt Lake City 2002,3000m-women,21,USA,Annie Driscoll,4:15.61
Salt Lake City 2002,3000m-women,22,ITA,Nicola Mayr,4:15.79
Salt Lake City 2002,3000m-women,23,CHN,Xiaolei Zhang,4:16.53
Salt Lake City 2002,3000m-women,24,ROU,Andrea Jakab,4:17.03
Salt Lake City 2002,3000m-women,25,KOR,Eun Bi Bak,4:18.15
Salt Lake City 2002,3000m-women,26,POL,Katarzyna Bachleda Curus,4:19.10
Salt Lake City 2002,3000m-women,27,KAZ,Marina Pupina,4:20.04
Salt Lake City 2002,3000m-women,28,KAZ,Anzhelika Gavrilova,4:20.36
Salt Lake City 2002,3000m-women,29,ROU,Daniela Oltean,4:21.73
Salt Lake City 2002,3000m-women,30,LAT,Ilonda Luse,4:23.13
Salt Lake City 2002,3000m-women,31,UKR,Olena Miahkykh,4:24.64
Salt Lake City 2002,3000m-women,32,BLR,Svetlana Chepelnikova,4:24.96
Salt Lake City 2002,5000m-men,1,NED,Jochem Uytdehaage,6:14.66
Salt Lake City 2002,5000m-men,2,USA,Derek Parra,6:17.98
Salt Lake City 2002,5000m-men,3,GER,Jens Boden,6:21.73
Salt Lake City 2002,5000m-men,4,RUS,Dmitry Shepel,6:21.85
Salt Lake City 2002,5000m-men,5,USA,K C Boutiette,6:22.97
Salt Lake City 2002,5000m-men,6,NED,Carl Verheijen,6:24.71
Salt Lake City 2002,5000m-men,7,ITA,Roberto Sighel,6:25.11
Salt Lake City 2002,5000m-men,8,BEL,Bart Veldkamp,6:25.88
Salt Lake City 2002,5000m-men,9,GER,Frank Dittrich,6:25.89
Salt Lake City 2002,5000m-men,10,NOR,Lasse Saetre,6:25.92
Salt Lake City 2002,5000m-men,11,CAN,Dustin Molicki,6:26.29
Salt Lake City 2002,5000m-men,12,JPN,Toshihiko Itokawa,6:27.52
Salt Lake City 2002,5000m-men,13,JPN,Keiji Shirahata,6:28.95
Salt Lake City 2002,5000m-men,14,POL,Pawel Zygmunt,6:29.71
Salt Lake City 2002,5000m-men,15,USA,Jondon Trevena,6:30.15
Salt Lake City 2002,5000m-men,16,ITA,Enrico Fabris,6:30.19
Salt Lake City 2002,5000m-men,17,JPN,Hiroki Hirako,6:30.46
Salt Lake City 2002,5000m-men,18,CAN,Mark Knoll,6:30.63
Salt Lake City 2002,5000m-men,19,KAZ,Radik Bikchentayev,6:31.47
Salt Lake City 2002,5000m-men,20,ITA,Stefano Donagrandi,6:32.37
Salt Lake City 2002,5000m-men,21,NOR,Eskil Ervik,6:32.80
Salt Lake City 2002,5000m-men,22,SWE,Johan Rojler,6:33.18
Salt Lake City 2002,5000m-men,23,CAN,Steven Elm,6:34.76
Salt Lake City 2002,5000m-men,24,FRA,Cedric Kuentz,6:35.05
Salt Lake City 2002,5000m-men,25,RUS,Vadim Sayutin,6:35.33
Salt Lake City 2002,5000m-men,26,NOR,Stian Bjorge,6:36.04
Salt Lake City 2002,5000m-men,27,RUS,Yury Kokhanets,6:36.48
Salt Lake City 2002,5000m-men,28,KOR,Seung Hwan Lee,6:37.67
Salt Lake City 2002,5000m-men,29,KAZ,Sergey Ilyushchenko,6:38.09
Salt Lake City 2002,5000m-men,30,NED,Bob Johannes Carolus De Jong,6:43.97
Salt Lake City 2002,5000m-men,31,KAZ,Vladimir Kostin,6:44.10
Salt Lake City 2002,5000m-men,32,GER,Rene Taubenrauch,7:19.76
Salt Lake City 2002,5000m-women,1,GER,Claudia Pechstein,6:46.91
Salt Lake City 2002,5000m-women,2,NED,Gretha Smit,6:49.22
Salt Lake City 2002,5000m-women,3,CAN,Clara Hughes,6:53.53
Salt Lake City 2002,5000m-women,4,CAN,Cindy Klassen,6:55.89
Salt Lake City 2002,5000m-women,5,RUS,Varvara Barysheva,6:56.97
Salt Lake City 2002,5000m-women,6,GER,Anni Friesinger,6:58.39
Salt Lake City 2002,5000m-women,7,NED,Tonny De Jong,7:01.17
Salt Lake City 2002,5000m-women,8,JPN,Maki Tabata,7:06.32
Salt Lake City 2002,5000m-women,9,USA,Catherine Raney Norman,7:06.89
Salt Lake City 2002,5000m-women,10,CAN,Kristina Groves,7:07.16
Salt Lake City 2002,5000m-women,11,RUS,Valentina Yakshina,7:08.42
Salt Lake City 2002,5000m-women,12,GER,Daniela Anschuetz,7:10.17
Salt Lake City 2002,5000m-women,13,NED,Marja Vis,7:19.08
Salt Lake City 2002,5000m-women,14,USA,Annie Driscoll,7:35.23
Salt Lake City 2002,10000m-men,1,NED,Jochem Uytdehaage,12:58.92
Salt Lake City 2002,10000m-men,2,NED,Gianni Romme,13:10.03
Salt Lake City 2002,10000m-men,3,NOR,Lasse Saetre,13:16.92
Salt Lake City 2002,10000m-men,4,JPN,Keiji Shirahata,13:20.40
Salt Lake City 2002,10000m-men,5,GER,Jens Boden,13:23.43
Salt Lake City 2002,10000m-men,6,RUS,Dmitry Shepel,13:23.83
Salt Lake City 2002,10000m-men,7,ITA,Roberto Sighel,13:26.19
Salt Lake City 2002,10000m-men,8,NOR,Kjell Storelid,13:27.24
Salt Lake City 2002,10000m-men,9,BEL,Bart Veldkamp,13:27.48
Salt Lake City 2002,10000m-men,10,GER,Frank Dittrich,13:28.73
Salt Lake City 2002,10000m-men,11,JPN,Toshihiko Itokawa,13:31.96
Salt Lake City 2002,10000m-men,12,USA,Jason Hedstrand,13:32.99
Salt Lake City 2002,10000m-men,13,USA,Derek Parra,13:33.44
Salt Lake City 2002,10000m-men,14,POL,Pawel Zygmunt,13:35.50
Salt Lake City 2002,10000m-men,15,NED,Bob Johannes Carolus De Jong,13:48.93
Salt Lake City 2002,10000m-men,16,CAN,Dustin Molicki,13:54.49
Turin 2006,1000m-men,1,USA,Shani Davis,1:08.89
Turin 2006,1000m-men,2,USA,Joey Cheek,1:09.16
Turin 2006,1000m-men,3,NED,Erben Wennemars,1:09.32
Turin 2006,1000m-men,4,KOR,Kyou Hyuk Lee,1:09.37
Turin 2006,1000m-men,5,NED,Jan Bos,1:09.42
Turin 2006,1000m-men,6,USA,Chad Hedrick,1:09.45
Turin 2006,1000m-men,7,RUS,Yevgeny Lalenkov,1:09.46
Turin 2006,1000m-men,8,NED,Stefan Groothuis,1:09.57
Turin 2006,1000m-men,9,USA,Casey Fitzrandolph,1:09.59
Turin 2006,1000m-men,10,RUS,Dmitry Dorofeyev,1:09.74
Turin 2006,1000m-men,11,CAN,Jeremy Wotherspoon,1:09.76
Turin 2006,1000m-men,12,NED,Beorn Nijenhuis,1:09.85
Turin 2006,1000m-men,13,POL,Konrad Niedzwiedzki,1:09.95
Turin 2006,1000m-men,14,NOR,Mikael Flygind Larsen,1:10.13
Turin 2006,1000m-men,15,RUS,Alexey Proshin,1:10.14
Turin 2006,1000m-men,16,CAN,François Olivier Roberge,1:10.20
Turin 2006,1000m-men,17,KOR,Jae Bong Choi,1:10.23
Turin 2006,1000m-men,18,NOR,Petter Andersen,1:10.38
